smiles,title,cid
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)C2[C@H](OC(=O)C2=CC=CC=C2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C3=CC=CC=C3)C(C)=C([C@@H](O)C1=O)C2(C)C,"[(1S,2S,4S,7R,9S,10S,12R,15S)-4-Acetyloxy-1,9,12-trihydroxy-15-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",9877265.0
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)C3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,"[(1S,2S,4S,7R,9S,10S,12R,15S)-4,12-Diacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",441276.0
CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O,Capecitabine,60953.0
CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,Regorafenib,11167602.0
CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@]2(NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1CC2=C(C1)C(F)=CC=C2)C(=O)NS(=O)(=O)C1CC1,Danoprevir,11285588.0
CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,Ritonavir,392622.0
CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,Anastrozole,2187.0
C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,Aprepitant,135413536.0
CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC=C(C#N)C(=C1)C(F)(F)F,Bicalutamide,2375.0
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@@]21[H])C=C(O)C=C3,Fulvestrant,104741.0
CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Raltitrexed,135400182.0
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C,Exemestane,60198.0
NC1=NC(Cl)=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](CO)O1,Cladribine,20279.0
NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,Decitabine,451668.0
[H][C@@]12CC[C@H](C(=O)NC3=CC(=CC=C3C(F)(F)F)C(F)(F)F)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C,Dutasteride,6918296.0
COC1=CC2=C(C=C1OC)C(OC1=CC=C(NC(=O)NC3=NOC(C)=C3)C(Cl)=C1)=CC=N2,Tivozanib,9911830.0
Cl.[H][C@@]1(C[C@H](N)[C@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)CO,Doxorubicin Hydrochloride,443939.0
FC1=CNC(=O)NC1=O,5-Fluorouracil,3385.0
CN(CC1=NC2=C(N)N=C(N)N=C2N=C1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,Methotrexate,126941.0
Cl.CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,Bendamustine hydrochloride,77082.0
COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,Nelarabine,3011155.0
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)C2=NC(Cl)=N1,Clofarabine,119182.0
Cl.C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,Dexrazoxane hydrochloride,6918223.0
Cl.[H][C@@]1(C[C@H](N)[C@@H](O)[C@H](C)O1)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)CO,Epirubicin hydrochloride,65348.0
[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O,Etoposide,36462.0
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,Raloxifene hydrochloride,54900.0
NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,Fludarabine phosphate,30751.0
Cl.CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC(O)=C(CN(C)C)C1=C3)C2=O,Topotecan hydrochloride,60699.0
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC(OC)=C(O)C=C3CC[C@@]21[H],2-Methoxyestradiol,66414.0
N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N,Letrozole,3902.0
CN1N=NC2=C(N=CN2C1=O)C(N)=O,Temozolomide,5394.0
COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1,Agomelatine,82148.0
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,Leflunomide,3899.0
CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,Enzalutamide,15951529.0
[H][C@@]12CC[C@@](O)(CC#N)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],Dienogest,68861.0
NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,Nepafenac,151075.0
CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(C2)C2=CC=C(F)C=C2F)C=C1,Posaconazole,468595.0
CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,Prasugrel,6918456.0
CCC(=O)NCC[C@@H]1CCC2=CC=C3OCCC3=C12,Ramelteon,208902.0
Cl.[H][C@](C)(NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=C1C=CC=C2,Cinacalcet hydrochloride,156418.0
CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F,Celecoxib,2662.0
CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C1F,Vemurafenib,42611257.0
COC1=C(C=C(C=C1)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O)C12CC3CC(CC(C3)C1)C2,Adapalene,60164.0
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,Altretamine,2123.0
CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,Amisulpride,2159.0
COC1=CC=C(C=C1)C(=O)N1CCCC1=O,Aniracetam,2196.0
OC(=O)\C=C/C(O)=O.[H][C@]12CN(C)C[C@]1([H])C1=C(OC3=C2C=CC=C3)C=CC(Cl)=C1,Saphris,6917875.0
Cl.CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=C(C=CC=C2)N(CC(O)=O)C1=O,Benazepril hydrochloride,5362123.0
[H][C@@]1(CCC)O[C@@H]2C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Dexbudesonide,40000.0
CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,Bumetanide,2471.0
CCCCCCNC(=O)N1C=C(F)C(=O)NC1=O,Carmofur,2577.0
Cl.Cl.OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,Cetirizine hydrochloride,55182.0
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC\C=C\C1=CC=CC=C1,Cilnidipine,5282138.0
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Diethylstilbestrol,448537.0
Cl.COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,Diltiazem hydrochloride,62920.0
Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,Diphenhydramine hydrochloride,8980.0
Cl.CN(C)[C@@H](CCOC1=C2C=CC=CC2=CC=C1)C1=CC=CC=C1,Dapoxetine hydrochloride,71352.0
Cl.ClC1=CC=C2NC3=NC(=O)CN3CC2=C1Cl,Anagrelide hydrochloride,135413494.0
CN1N(C(=O)C=C1C)C1=CC=CC=C1,Antipyrine,2206.0
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,Felodipine,3333.0
[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(N=C(C)O2)C(=O)COC(C)=O,Deflazacort,189821.0
CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C\[N+]([O-])=O,Axid,5353831.0
Cl.CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1,Dyclonine hydrochloride,68304.0
C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,Carbidopa,34359.0
[H][C@@](C(C)C)(N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(=O)CCCC)C(O)=O,Valsartan,60846.0
OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,Dipyridamole,3108.0
NC(=O)NO,Hydroxyurea,3657.0
[K+].[I-],Potassium iodide,4875.0
Cl.[H][C@]12CC[C@]([H])(CC(C1)OC(=O)C1C=NC3=CC=CC=C13)N2C,"Hydron;[(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3H-indole-3-carboxylate;chloride",657379.0
NC(=O)C1=CC=CN=C1,Nicotinamide,936.0
[Co++]C#N.[H][C@]12N=C(\C(C)=C3/N=C(/C=C4\N=C(\C(\C)=C5/[N-][C@]1(C)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)C(C)(C)[C@@H]3CCC(N)=O)[C@](C)(CCC(=O)NC[C@@H](C)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC3=C1C=C(C)C(C)=C3)[C@H]2CC(N)=O,,
[Na+].[O-]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,Diclofenac sodium,5018304.0
CC1=NC=C(N1CCO)[N+]([O-])=O,Metronidazole,4173.0
CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,Flutamide,3397.0
[Na+].CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1,Fluvastatin sodium,23663976.0
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,Sulfamethoxazole,5329.0
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,Sulfisoxazole,5344.0
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Gentian violet,11057.0
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,Haloperidol,3559.0
O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,Phenindione,4760.0
[H][C@@]12C[C@@H](O)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Triamcinolone,31307.0
CCOC1=NC2=CC=CC(C(=O)OCC3=C(C)OC(=O)O3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NC(=O)ON1,Azilsartan medoxomil,135409642.0
Cl.CC(C1=CNC=N1)C1=C(C)C(C)=CC=C1,Medetomidine hydrochloride,68601.0
COCCCN1CCC(CC1)NC(=O)C1=CC(Cl)=C(N)C2=C1OCC2,Prucalopride,3052762.0
O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2,Cilostazol,2754.0
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,Floxuridine,5790.0
FC1=CN([C@H]2CCCO2)C(=O)NC1=O,"2,4(1H,3H)-Pyrimidinedione, 5-fluoro-1-(tetrahydro-2-furanyl)-, (R)-",288216.0
ClCCNP1(=O)OCCCN1CCCl,Ifosfamide,3690.0
[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,Megestrol acetate,11683.0
S=C1N=CNC2=C1NC=N2,Mercaptopurine,667490.0
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,Streptozocin,29327.0
CC1=CCC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1,Costus lactone,6436243.0
[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Dexamethasone,5743.0
CS(O)(=O)=O.COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=C(O1)C=CC=C2,Doxazosin mesylate,62978.0
CCC1=CC=CC2=C1NC1=C2CCO[C@]1(CC)CC(O)=O,(R)-Etodolac,667528.0
CCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1,Etomidate,36339.0
OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,Fluconazole,3365.0
CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1,Flumazenil,3373.0
Cl.CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Fluoxetine hydrochloride,62857.0
OC(=O)\C=C\C(O)=O.CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,(E)-But-2-enedioic acid;ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]pyridin-3-yl]carbamate,6536833.0
COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,Gatifloxacin,5379.0
OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,Genistein,5280961.0
CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,,
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,Lansoprazole,3883.0
CC[C@H](N1CCCC1=O)C(N)=O,Levetiracetam,5284583.0
CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,Loratadine,3957.0
CN(C)CCN1C(=O)C2=CC(N)=CC3=CC=CC(C1=O)=C23,Amonafide,50515.0
COC1=CC(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1C,Acitretin,5284513.0
[H][C@@]12C=C[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Gestodene,3033968.0
[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,Drospirenone,68873.0
CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,Lopinavir,92727.0
CC(O)C1C2C(C)C(SC3CNC(C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O,3-[5-(Dimethylcarbamoyl)pyrrolidin-3-yl]sulfanyl-6-(1-hydroxyethyl)-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid,3874387.0
Cl.CN1CCN2C(C1)C1=C(CC3=C2C=CC=C3)C=CC=C1,Mianserin hydrochloride,68551.0
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCOC1=CC(N)=C(Cl)C=C1C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1,Mosapride citrate,119583.0
CS(O)(=O)=O.CS(O)(=O)=O.NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC2=C(C=C1)C=C(C=C2)C(N)=N,Nafamostat mesylate,5311180.0
Cl.Cl.COC1=CC=CC=C1N1CCN(CC(O)COC2=C3C=CC=CC3=CC=C2)CC1,Naftopidil dihydrochloride,11957660.0
COC1=CC=C2NC(=NC2=C1)S(=O)CC1=C(C)C(OC)=C(C)C=N1,Omeprazole,4594.0
Cl.CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,Ondansetron hydrochloride,68647.0
OC(CC(O)=O)C(O)=O.CN1CCC(CC1)=C1C2=C(CCC3=C1C=CC=C3)SC=C2,Pizotifen malate,168993.0
OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,Resveratrol,445154.0
[Br-].[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,Rocuronium bromide,441351.0
OC(=O)\C=C\C(O)=O.CC(C)OC(=O)OCOP(=O)(CO[C@H](C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C,Tenofovir Disoproxil Fumarate,6398764.0
C[C@H](CN1C=NC2=C(N)N=CN=C12)OCP(O)(O)=O,Tenofovir,464205.0
[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,,
[H][C@]12O[C@]11CC[C@@]3([H])[C@]4([H])CC[C@H](O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC(C#N)=C2O,Trilostane,656583.0
[Br-].[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,Vecuronium bromide,39764.0
CCNC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@H](O)[C@@H]1\C=C\C(O)CCC1=CC=CC=C1,"(Z)-7-[(1R,2R,3S,5S)-3,5-Dihydroxy-2-[(E)-3-hydroxy-5-phenylpent-1-enyl]cyclopentyl]-N-ethylhept-5-enamide",46930987.0
CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(N2CCOCC2)C(F)=C1,Linezolid,441401.0
Cl.COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1,Alfuzosin Hydrochloride,71764.0
OS(O)(=O)=O.COC(=O)[C@@H](N1CCC2=C(C1)C=CS2)C1=C(Cl)C=CC=C1,Clopidogrel bisulfate,115366.0
Cl.NCC(=O)CCC(O)=O,5-Aminolevulinic acid hydrochloride,123608.0
Cl.Cl.COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,Ranolazine dihydrochloride,71279.0
CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,Repaglinide,65981.0
COC1=C(OC2CCCC2)C=C(C=C1)C1CNC(=O)C1,Rolipram,5092.0
OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,Sildenafil citrate,135413523.0
OC(=O)CCC(O)=O.CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,Sumatriptan succinate,59772.0
[Na+].CN1C2=C(C=CC=C2)C(NCCCCCCC([O-])=O)C2=CC=C(Cl)C=C2S1(=O)=O,Tianeptine sodium,23663953.0
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,Topiramate,5284627.0
COC1=C(OC)C=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1,Tranilast,5282230.0
Cl.COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,Venlafaxine hydrochloride,62923.0
C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F,Voriconazole,71616.0
