smiles	title
CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc12	4-(2-Chloro-10h-Phenoxazin-10-Yl)-N,N-Diethylbutan-1-Amine
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O	10-Hydroxycamptothecin
CCc1ccc(cc1)\C=C1\SC(=S)NC1=O	(5E)-5-(4-Ethylbenzylidene)-2-mercapto-1,3-thiazol-4(5H)-one
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O	Phorbol 12-myristate 13-acetate
CC(=N)NCc1cccc(CN)c1	N-(3-(Aminomethyl)benzyl)acetamidine
CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O	16,16-Dimethylprostaglandin E2
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	Methyltestosterone
CCCCCC(=O)O[C@@]1(CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C)C(C)=O	[(10R,13S,17R)-17-Acetyl-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] hexanoate
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CC=C2c1ccccc1	17-Phenylandrostenol
CCCCCCCCCCCC([N+][O-])c1cc(C)ccc1O	4-Methyl-2-(1-nitrosododecyl)phenol
C[C@@H](N)[C@@H](O)c1ccccc1	Norephedrine
OC(=O)CCC(CCCS)C(O)=O	2-(3-Mercaptopropyl)pentanedioic acid
ClC=C1Nc2sc3CCCCc3c2C(=O)N1	
C(N1CCN(CC1)c1nc2ccccc2s1)c1ccc2OCOc2c1	2-[1-(4-Piperonyl)piperazinyl]benzothiazole
Nc1ccccc1S(N)(=O)=O	2-Aminobenzenesulfonamide
NCCOB(c1ccccc1)c1ccccc1	2-Aminoethyl diphenylborinate
C1CN=C(N1)c1cc2ccccc2o1	1H-Imidazole, 2-(2-benzofuranyl)-4,5-dihydro-
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NC3CCCC3)nc(Cl)nc12	2-Chloro-N6-cyclopentyladenosine
Nc1nc(Cl)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	2-Chloroadenosine
Clc1cnccn1	2-Chloropyrazine
CN1CCN(CC1)C1=Cc2ccccc2Oc2ccc(Cl)cc12	2-Chloro-11-(4-methylpiperazino)dibenz(b,f)oxepin
N#Cc1ncccn1	2-Cyanopyrimidine
CN([N+][O-])C(=O)NC(C=O)C(O)C(O)C(O)CO	Streptozoticin
OC[C@H]1O[C@H](O)C[C@@H](O)[C@@H]1O	(2S,4R,5S,6R)-6-(Hydroxymethyl)oxane-2,4,5-triol
CCOc1ccccc1C(O)=O	2-Ethoxybenzoic acid
CCCC(O)C(CC)CO	2-Ethyl-1,3-hexanediol
OCC1OC(O)C(F)C(O)C1O	2-Deoxy-2-fluorohexopyranose
OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1C(=O)C(C(=O)\C=C\c2ccc(O)cc2)C(=O)C(O)([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O	
OCCOC(=O)c1ccccc1O	2-Hydroxyethyl salicylate
CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O	Hydroxyflutamide
NCC(O)(CS(O)(=O)=O)c1ccc(Cl)cc1	2-Hydroxysaclofen
OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=N)N[C@H]12	2-Iminobiotin
OC(=O)CNC(=O)c1ccccc1I	2-Iodohippuric acid
COc1ccc2[nH]c(I)c(CCNC(C)=O)c2c1	2-Iodomelatonin
COc1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O	2-Methoxyestradiol
Cc1[nH]c2ccc(O)cc2c1CCN	2-Methyl-5-hydroxytryptamine
Cc1ccc(cc1O)[N+]([O-])=O	2-Methyl-5-nitrophenol
Cc1ncc[nH]1	2-Methylimidazole
CCCCCCCCCCC(CO)CCCCCCCC	2-Octyl-1-dodecanol
CCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)CO	2-Monoolein
OC(=O)CCC(=O)C(O)=O	2-Oxoglutaric acid
CC(=O)C(O)=O	Pyruvic acid
COc1ccc2[nH]c(c(CCNC(C)=O)c2c1)-c1ccccc1	N-[2-(5-Methoxy-2-phenyl-1H-indol-3-yl)ethyl]acetamide
O=C1Nc2ccccc2C2=NC(CN3CCN(CC3)c3ccccc3)CN12	
NCCc1ccccn1	2-(2-Aminoethyl)pyridine
Oc1ccc(\C=C(/C#N)C(=O)OCCc2cccs2)cc1O	2-(Thiophen-2-yl)ethyl 2-cyano-3-(3,4-dihydroxyphenyl)prop-2-enoate
Oc1ccnc(S)n1	2-Thiouracil
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)[C@@H]2O	(1R,2S,3R,4S)-1,7,7-Trimethylbicyclo[2.2.1]heptane-2,3-diol
CC1(C)C2CC1[C@](C)(O)[C@H](O)C2	(2S,3R)-2,6,6-Trimethylbicyclo[3.1.1]heptane-2,3-diol
OCCNCCCOc1cccc(Cl)c1Cl	2-[3-(2,3-Dichlorophenoxy)propylamino]ethanol
[O-][N+](=O)c1ccc(Cl)c(c1)[N+]([O-])=O	1-Chloro-2,4-dinitrobenzene
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O	2,4-Dinitrophenol
OCc1ccc(CO)o1	2,5-Furandimethanol
CC1CCCC(C)N1	2,6-Dimethylpiperidine
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(O)nc(N)nc12	2'-C-Methylguanosine
C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc12	2'Methyl-2-chloro-N6-cyclopentyladenosine
CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@@H]3CC[C@]12C	(2S,3R,5R,9S,10R,13R,14S,17R)-2,3,14-Trihydroxy-10,13-dimethyl-17-[(2R,3R)-2,3,6-trihydroxy-6-methylheptan-2-yl]-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one
Cc1ccc(cc1)\C=C1\C2CCC(C)(C1=O)C2(C)C	4-Methylbenzylidene camphor
CN1C2CCC1CC(C2)OC(c1ccc(F)cc1)c1ccc(F)cc1	3-[Bis(4-fluorophenyl)methoxy]-8-methyl-8-azabicyclo[3.2.1]octane
C[C@]12CCC3[C@@H](CC[C@@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O	(3R,5R,8R,10S,13S,14S)-3-Hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-one
NC(=O)c1cccc(N)c1	3-Aminobenzamide
OCCCNc1ccccc1	3-Anilino-1-propanol
C=CCN1CCN(CC1)c1nc2ccccc2nc1C#N	3-(4-(2-Propenyl)-1-piperazinyl)-2-quinoxalinecarbonitrile
[O-][N+](=O)c1cccc2c(Br)n[nH]c12	3-Bromo-7-nitroindazole
CC1(C)C2CCC1(C)C(=O)C2Br	3-Bromocamphor
OC(=O)C(=O)CBr	3-Bromopyruvic acid
N[C@@H](C(O)=O)c1ccc(O)c(c1)C(O)=O	(R)-3-Carboxy-4-hydroxyphenylglycine
N[C@H](C(O)=O)c1ccc(O)c(c1)C(O)=O	(S)-3-Carboxy-4-hydroxyphenylglycine
CN1C2CCC1CC(C2)OC(c1ccccc1)c1ccc(Cl)cc1	Clobenztropine
Nc1nccc2n(cnc12)[C@@H]1O[C@H](CO)C(O)C1O	(2R,5R)-2-(4-Aminoimidazo[4,5-c]pyridin-1-yl)-5-(hydroxymethyl)oxolane-3,4-diol
Nc1nccc2n(cnc12)[C@@H]1C=C(CO)[C@@H](O)[C@H]1O	3-Deazaneplanocin
OCC1OC(C(O)C1O)N1C=CC(=O)CC1=O	DeazaUrd
CCC(O)(CC(N)=O)c1ccccc1	3-Hydroxy-3-phenylpentanamide
OC(=O)CCCc1c[nH]c2ccccc12	Indole-3-butyric acid
Cc1cc(sc1C(N)C(O)=O)C(O)=O	3-Matida
CC(CN)CC(O)=O	4-Amino-3-methylbutanoic acid
Cn1cnc(=N)c2nc[nH]c12	3-Methyladenine
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c4ccccc4[nH]c3c2=O)CC1	3-[2-[4-(2-Methoxyphenyl)-1-piperazinyl]ethyl]-1,5-dihydropyrimido[5,4-b]indole-2,4-dione
Clc1cccc(c1)\C=N\N=C\c1cccc(Cl)c1	(1E,2E)-Bis(3-chlorobenzylidene)hydrazine
C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12	3,3'-Diindolylmethane
NC(C(O)=O)c1ccc(C(O)=O)c(c1)C(O)=O	(RS)-3,4-Dicarboxyphenylglycine
N[C@@H](C(O)=O)c1ccc(C(O)=O)c(c1)C(O)=O	(R)-3,4-Dcpg
N[C@H](C(O)=O)c1ccc(C(O)=O)c(c1)C(O)=O	4-[(S)-Amino(carboxy)methyl]benzene-1,2-dicarboxylic acid
N[C@H](C(O)=O)c1cc(O)cc(O)c1	(S)-3,5-Dihydroxyphenylglycine
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1cccc(F)c1)C2=O)c1ccccc1	8-[4-(4-Fluorophenyl)-4-oxobutyl]-3-(3-fluorobenzyl)-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one
O=C(\C=C\c1cccnc1)c1ccncc1	3-(3-Pyridinyl)-1-(4-pyridinyl)-2-propen-1-one
Fc1ccc(cc1)C(=O)C1CCN(CCCCc2ccccc2)CC1	(4-Fluorophenyl)-[1-(4-phenylbutyl)-4-piperidinyl]methanone
CC(=O)N1CC[N+](C)(C)CC1	1,1-Dimethyl-4-acetylpiperazinium
Nc1ccc(cc1)C(=O)NCC(O)=O	Aminohippuric acid
NC(C(O)=O)c1ccc(C(O)=O)c(O)c1	(RS)-4-Carboxy-3-hydroxyphenylglycine
N[C@H](C(O)=O)c1ccc(C(O)=O)c(O)c1	(S)-4-Carboxy-3-hydroxyphenylglycine
NC(=N)Nc1ccc(Cl)cc1	1-(4-Chlorophenyl)guanidine
CC(C)C(C(=O)Nc1nccs1)c1ccc(Cl)cc1	2-(4-Chlorophenyl)-3-methyl-N-(thiazol-2-yl)butanamide
C[N+]1(C)CCC(CC1)OC(=O)C(c1ccccc1)c1ccccc1	4-Diphenylacetoxy-1,1-dimethylpiperidinium
OC[C@H]1O[C@@H](O[C@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	4'-Galactosyllactose
Oc1ncnc2ccccc12	4-Hydroxyquinazoline
Cc1c(O)c(=O)n(-c2ccccc2)n1C	4-Hydroxyantipyrine
Ic1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)CC1	N-(1-Benzylpiperidin-4-yl)-4-iodobenzamide
Ic1cc(ncn1)-c1ccccc1	4-Iodo-6-phenylpyrimidine
N[C@H](Cc1ccc(I)cc1)C(O)=O	4-Iodo-d-phenylalanine
COc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O	Biochanin A
Cc1nc[nH]c1CCN	4-Methylhistamine
Cc1cc(=O)oc2c(C=O)c(O)ccc12	7-Hydroxy-4-methyl-2-oxo-2H-chromene-8-carbaldehyde
CCC(=O)NC1CC(c2ccccc2)c2ccccc2C1	4-P-Pdot
Oc1ccc(cc1)S(O)(=O)=O	4-Hydroxybenzenesulfonic acid
Cl.C1NCc2ccccc2C1c1ccccc1	4-Phenyl-1,2,3,4-tetrahydroisoquinoline hydrochloride
C(CCc1ccccc1)CN1CCC(CC1)c1ccccc1	4-Phenyl-1-(4-phenylbutyl)piperidine
CCCc1ccc(cc1)C(O)=O	4-Propylbenzoic acid
N#Cc1ccncn1	Pyrimidine-4-carbonitrile
CC(C)(C)c1ccc(O)cc1	4-Tert-Butylphenol
C1CCC2(CC1)CCNCC2	3-Azaspiro[5.5]undecane
Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl	Clofenotane
Brc1c(Br)c(Br)c2[nH]nnc2c1Br	4,5,6,7-Tetrabromobenzotriazole
NS(=O)(=O)c1ccc2NC(C3CC=CC3c2c1)c1ccc(Br)cc1	4BP-Tqs
OC(=O)c1ccc(cc1)N1C(=O)C(\C=C1c1ccccc1)=C\c1ccc(o1)-c1ccc(cc1)[N+]([O-])=O	4E1RCat
OC(=O)C(\Cc1ccccc1[N+]([O-])=O)=N\Nc1nc(cs1)-c1ccc(Cl)c(Cl)c1	(2E)-2-[[4-(3,4-Dichlorophenyl)-1,3-thiazol-2-yl]hydrazinylidene]-3-(2-nitrophenyl)propanoic acid
Cn1cc(cn1)-c1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)Nc2ccccc2N)c1	(E)-N-(2-Aminophenyl)-3-(1-((4-(1-methyl-1H-pyrazol-4-yl)phenyl)sulfonyl)-1H-pyrrol-3-yl)acrylamide
CCn1c(O)nnc1-c1ccc(Cl)cc1	5-(4-Chloro-phenyl)-4-ethyl-2,4-dihydro-[1,2,4]triazol-3-one
Nc1nc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(=O)sc2c(=O)[nH]1	Isatoribine
NCC(=O)CCC(O)=O	Aminolevulinic acid
Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21	CID 9841560
NCCc1c[nH]c2ccc(cc12)C(N)=O	5-Carboxamidotryptamine
OCc1cncc(F)c1	(5-Fluoropyridin-3-yl)methanol
Fc1c[nH]c(=O)[nH]c1=O	5-Fluorouracil
Oc1ncc(F)cn1	5-Fluoropyrimidin-2-one
OCc1ccc(C=O)o1	5-Hydroxymethylfurfural
O[C@H]1CNC(=C)N[C@@H]1C(O)=O	(4S,5S)-5-Hydroxy-2-methylidene-1,3-diazinane-4-carboxylic acid
CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1O)C(C)C	Desfesoterodine
NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O	5-Hydroxytryptophan
Ic1cncc(OC[C@@H]2CCN2)c1	3-((2S)-2-Azetidinylmethoxy)-5-iodo-pyridine
Cc1ccc(C[N+](C)(C)C)o1	5-Methylfurmethide
C[C@H]1NC(=O)NC1=O	(5R)-5-Methylimidazolidine-2,4-dione
C[C@@H]1NC(=O)NC1=O	(5S)-5-Methylimidazolidine-2,4-dione
OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1	5,7-Dichlorokynurenic acid
COc1ccc(cc1)C1Oc2c(CC=C(C)C)c(O)cc(O)c2C(=O)C1=O	5,7-Dihydroxy-2-(4-methoxyphenyl)-8-(3-methylbut-2-enyl)chromene-3,4-dione
O[C@@H]1[C@@H](CCl)O[C@H]([C@@H]1O)n1cnc2c(NC3CC4CCC3C4)ncnc12	(+/-)-5'-Chloro-5'-deoxy-ENBA
Nc1cc2c3ccccc3ccc2c2ccccc12	6-Chrysenamine
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O	6-Aminopenicillanic acid
N(Cc1ccccc1)c1ncnc2nc[nH]c12	6-Benzylaminopurine
COc1cc2c(CCNC(C)=O)c[nH]c2cc1Cl	6-Chloromelatonin
CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I	6-Iodonordihydrocapsaicin
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O	Melengestro acetate
CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O	7-Aminocephalosporanic acid
OC(=O)c1cc(O)c2ccc(Cl)cc2n1	7-Chlorokynurenic acid
CCCN(CCC)C1CCc2ccc(O)cc2C1	7-(Dipropylamino)-5,6,7,8-tetrahydronaphthalen-2-ol
CCCN(C\C=C\I)C1CCc2ccc(O)cc2C1	7-Hydroxy-PIPAT
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4[C@H](O)NC(=O)c4c4c5ccccc5n2c4c13	(2S,3R,4R,6R,18S)-18-Hydroxy-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=O)[C@@H]3C(=O)C=C2C1	7-Oxodehydroepiandrosterone 3-acetate
COc1ccc2nc3CCCCc3c(N)c2c1	7-Methoxy-1,2,3,4-tetrahydroacridin-9-amine
Cn1cnc2nc(O)nc(O)c12	7-Methylxanthine
[O-][N+](=O)c1cccc2cn[nH]c12	7-Nitroindazole
O=C1N2CCCCC=C2Nc2ccccc12	
Nc1ncnc2n([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)c(Br)nc12	Bcamp
Nc1nc(O)c2nc(Br)n([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)c2n1	8-Bromo-cGMP
CCCN(CCC)C1CCc2cccc(O)c2C1	8-OH-Dpat
CCCN(C\C=C\I)C1CCc2cccc(O)c2C1	8-Hydroxy-pipat
CCC(=O)NC1CCc2cccc(OC)c2C1	N-(8-Methoxy-1,2,3,4-tetrahydronaphthalen-2-yl)propanamide
Cc1oc(=O)oc1CCl	4-(Chloromethyl)-5-methyl-1,3-dioxol-2-one
Nc1c2ccccc2nc2ccccc12	9-Aminoacridine
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cccc(N)c4cc3Cn1c2=O	9-Aminocamptothecin
OC(=O)c1c2ccccc2cc2ccccc12	9-Anthracenecarboxylic acid
COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1	CID 49830684
OC(=O)c1ccccc1NC(=O)N1CCC(CC1)c1ccccc1C(F)(F)F	2-[({4-[2-(Trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(=O)N(Cc1cccc(Oc2ccccc2)c1)[C@H]1CCCc2ccccc12	A-317491
CC(=O)NC1C(=O)Nc2ccccc2C(=N1)c1ccccc1	N-(2-Oxo-5-phenyl-2,3-dihydro-1H-benzo[e][1,4]diazepin-3-yl)-acetamide
COc1cc2c(cc1OCCCN1CCCC1)N=C(N)C21CCC1	CID 76285486
Cc1cccc(NC(=O)CN2CCC(CC2)c2ccccn2)c1	1-Piperidineacetamide, N-(3-methylphenyl)-4-(2-pyridinyl)-
Clc1cccc(-c2nnnn2Cc2cccnc2)c1Cl	3-((5-(2,3-Dichlorophenyl)-1H-tetrazol-1-yl)methyl)pyridine
CN1C[C@H]2CN(C[C@H]2C1)c1ccc(nn1)-c1ccccc1	A-582941 Free base
CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)=C1NCCN1	
Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1	(2s)-1-{[5-(3-Methyl-1h-Indazol-5-Yl)pyridin-3-Yl]oxy}-3-Phenylpropan-2-Amine
NCCCCCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12	1-Naphthalenesulfonamide, N-(10-aminodecyl)-5-chloro-
Oc1ccccc1-c1ccc(cc1)-c1csc2[nH]c(=O)c(C#N)c(O)c12	4-Hydroxy-3-(2'-hydroxy-1,1'-biphenyl-4-yl)-6-oxo-6,7-dihydrothieno[2,3-b]pyridine-5-carbonitrile
FC(F)(F)c1cccnc1N1CCC(=CC1)C(=O)Nc1ccc(cc1)S(=O)(=O)C(F)(F)F	1-[3-(Trifluoromethyl)pyridin-2-yl]-N-[4-(trifluoromethylsulfonyl)phenyl]-3,6-dihydro-2H-pyridine-4-carboxamide
COc1cc(NC(=O)c2ccc(o2)-c2ccc(Cl)cc2)cc(OC)c1	5-(4-Chlorophenyl)-N-(3,5-dimethoxyphenyl)furan-2-carboxamide
C[C@H](\N=C(\NC#N)Nc1cccc2ncccc12)c1ccccc1	1-Cyano-2-[(1S)-1-phenylethyl]-3-quinolin-5-ylguanidine
Clc1cccc(c1Cl)-n1nnnc1NCc1ccccc1Oc1ccccn1	1-(2,3-Dichlorophenyl)-N-[(2-pyridin-2-yloxyphenyl)methyl]tetrazol-5-amine
CCC(=O)c1cc(-c2ccc(Cl)cc2)n(c1C)-c1ccc(cc1)S(N)(=O)=O	4-(5-(4-Chlorophenyl)-2-methyl-3-propionylpyrrol-1-yl)benzenesulfonamide
CCCCOc1ccc(cc1Cl)-c1cncc(c1)C(=O)NCc1cccnc1N1CCOCC1	5-(4-Butoxy-3-chlorophenyl)-N-{[2-(morpholin-4-yl)pyridin-3-yl]methyl}pyridine-3-carboxamide
OC(=O)[C@@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1	(1R,2R)-2-[4-[4-(Phenylcarbamoylamino)phenyl]benzoyl]cyclopentane-1-carboxylic acid
CNC(=O)c1cccc(NC(=O)N2CCC(CC2)Oc2ccccc2Cl)c1	4-(2-Chlorophenoxy)-N-[3-(methylcarbamoyl)phenyl]piperidine-1-carboxamide
CCC(=N/O)\C(C)=C\c1ccc(F)cc1	(1E,3E)-1-(4-Fluorophenyl)-2-methyl-1-penten-3-one oxime
Nc1nc(N2CCNCC2)c2CCC3=C([C@@H]4CCCC[C@@H]4O3)c2n1	(7As,11aS)-4-piperazin-1-yl-5,6,7a,8,9,10,11,11a-octahydro-[1]benzofuro[2,3-h]quinazolin-2-amine
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O	alpha-Tocopherolquinone
CCCCCCCCCCC(O)C1C=CC2C(N1Nc1ccc(cc1)[N+]([O-])=O)C(=O)N(C2=O)c1ccccc1	2-(1-Hydroxyundecyl)-1-(4-nitroanilino)-6-phenyl-4a,7a-dihydro-2H-pyrrolo[3,4-b]pyridine-5,7-dione
Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1	4-(p-Tolylthio)thieno[2,3-c]pyridine-2-carboxamide
CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1	N-(5-(4,5-Dihydro-1H-imidazol-2-yl)-2-hydroxy-5,6,7,8-tetrahydronaphthalen-1-yl)methanesulfonamide
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C	(2S)-N1-[5-(2-Tert-butyl-4-thiazolyl)-4-methyl-2-thiazolyl]pyrrolidine-1,2-dicarboxamide
COc1ccc(CC(=O)NC(N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC	N-[1-[(Z)-[(Cyanoamino)-(quinolin-5-ylamino)methylidene]amino]-2,2-dimethylpropyl]-2-(3,4-dimethoxyphenyl)acetamide
NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)[C@@]12CC3CC(CC(C3)C1)C2	
OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1	(1S,2R)-2-[(4-{4-[(Phenylcarbamoyl)amino]phenyl}phenyl)carbonyl]cyclopentane-1-carboxylic acid
CCOC(=O)Nc1ccc(NCc2c(C)cc(C)cc2C)cc1N	Ethyl N-[2-amino-4-[(2,4,6-trimethylphenyl)methylamino]phenyl]carbamate
Nc1nc(NC2CC2)c2ncn([C@@H]3C[C@H](CO)C=C3)c2n1	Abacavir
Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1	Abafungin
CCC(C)[C@H]1O[C@@]2(C[C@@H]3C[C@@H](C\C=C(C)\[C@@H](OC4C[C@H](OC)C(O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)C=C[C@@H]1C	(1'R,2R,3S,4'S,6S,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-2-Butan-2-yl-21',24'-dihydroxy-12'-[(4S,6S)-5-[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-3,11',13',22'-tetramethylspiro[2,3-dihydropyran-6,6'-3,7,19-trioxatetracyclo[15.6.1.14,8.020,24]pentacosa-10,14,16,22-tetraene]-2'-one
Cc1ccc(nc1)-c1ccc(C)cn1	Abametapir
